Año,ID_estado,Nombre_estado,ID_distrito_local,Cabecera_distrital_local,Partido,Votos,Votos_validos,Votos_candidato_sin_registro,Votos_nulos,Total_de_votos,Lista_nominal,votos_coalicion,Coalición
2018,26,Sonora,6,HERMOSILLO,PRI_PVEM_NUAL,288,51701,59,1621,53381,100321,17136,Sí
2018,26,Sonora,6,HERMOSILLO,PRI_PVEM,263,51701,59,1621,53381,100321,16086,Sí
2018,26,Sonora,6,HERMOSILLO,PRI_NUAL,49,51701,59,1621,53381,100321,15803,Sí
2018,26,Sonora,6,HERMOSILLO,PVEM_NUAL,23,51701,59,1621,53381,100321,2142,Sí
2018,26,Sonora,6,HERMOSILLO,PT_MORENA_ES,332,51701,59,1621,53381,100321,20990,Sí
2018,26,Sonora,6,HERMOSILLO,PT_MORENA,195,51701,59,1621,53381,100321,20162,Sí
2018,26,Sonora,6,HERMOSILLO,PT_ES,17,51701,59,1621,53381,100321,1950,Sí
2018,26,Sonora,6,HERMOSILLO,MORENA_ES,93,51701,59,1621,53381,100321,19509,Sí
2018,26,Sonora,7,AGUA PRIETA,PAN,13495,50935,11,1847,52793,105423,13495,No
2018,26,Sonora,7,AGUA PRIETA,PRI,12873,50935,11,1847,52793,105423,12873,No
2018,26,Sonora,7,AGUA PRIETA,PRD,1133,50935,11,1847,52793,105423,1133,No
2018,26,Sonora,7,AGUA PRIETA,PVEM,869,50935,11,1847,52793,105423,869,No
2018,26,Sonora,7,AGUA PRIETA,PT,2316,50935,11,1847,52793,105423,2316,No
2018,26,Sonora,7,AGUA PRIETA,MC,2200,50935,11,1847,52793,105423,2200,No
2018,26,Sonora,7,AGUA PRIETA,NUAL,1067,50935,11,1847,52793,105423,1067,No
2018,26,Sonora,7,AGUA PRIETA,MORENA,13726,50935,11,1847,52793,105423,13726,No
2018,26,Sonora,7,AGUA PRIETA,ES,559,50935,11,1847,52793,105423,559,No
2018,26,Sonora,7,AGUA PRIETA,MAS,1118,50935,11,1847,52793,105423,1118,No
2018,26,Sonora,7,AGUA PRIETA,PAN_PRD,238,50935,11,1847,52793,105423,14866,Sí
2018,26,Sonora,7,AGUA PRIETA,PRI_PVEM_NUAL,382,50935,11,1847,52793,105423,15191,Sí
2018,26,Sonora,7,AGUA PRIETA,PRI_PVEM,289,50935,11,1847,52793,105423,14031,Sí
2018,26,Sonora,7,AGUA PRIETA,PRI_NUAL,91,50935,11,1847,52793,105423,14031,Sí
2018,26,Sonora,7,AGUA PRIETA,PVEM_NUAL,27,50935,11,1847,52793,105423,1963,Sí
2018,26,Sonora,7,AGUA PRIETA,PT_MORENA_ES,211,50935,11,1847,52793,105423,16812,Sí
2018,26,Sonora,7,AGUA PRIETA,PT_MORENA,237,50935,11,1847,52793,105423,16279,Sí
2018,26,Sonora,7,AGUA PRIETA,PT_ES,36,50935,11,1847,52793,105423,2911,Sí
2018,26,Sonora,7,AGUA PRIETA,MORENA_ES,68,50935,11,1847,52793,105423,14353,Sí
2018,26,Sonora,8,HERMOSILLO,PAN,5815,41294,80,1234,42608,97314,5815,No
2018,26,Sonora,8,HERMOSILLO,PRI,7113,41294,80,1234,42608,97314,7113,No
2018,26,Sonora,8,HERMOSILLO,PRD,522,41294,80,1234,42608,97314,522,No
2018,26,Sonora,8,HERMOSILLO,PVEM,777,41294,80,1234,42608,97314,777,No
2018,26,Sonora,8,HERMOSILLO,PT,1081,41294,80,1234,42608,97314,1081,No
2018,26,Sonora,8,HERMOSILLO,MC,3493,41294,80,1234,42608,97314,3493,No
2018,26,Sonora,8,HERMOSILLO,NUAL,663,41294,80,1234,42608,97314,663,No
2018,26,Sonora,8,HERMOSILLO,MORENA,18243,41294,80,1234,42608,97314,18243,No
2018,26,Sonora,8,HERMOSILLO,ES,513,41294,80,1234,42608,97314,513,No
2018,26,Sonora,8,HERMOSILLO,MAS,615,41294,80,1234,42608,97314,615,No
2018,26,Sonora,8,HERMOSILLO,PAN_PRD,97,41294,80,1234,42608,97314,6434,Sí
2018,26,Sonora,8,HERMOSILLO,PRI_PVEM_NUAL,157,41294,80,1234,42608,97314,8710,Sí
2018,26,Sonora,8,HERMOSILLO,PRI_PVEM,160,41294,80,1234,42608,97314,8050,Sí
2018,26,Sonora,8,HERMOSILLO,PRI_NUAL,18,41294,80,1234,42608,97314,7794,Sí
2018,26,Sonora,8,HERMOSILLO,PVEM_NUAL,13,41294,80,1234,42608,97314,1453,Sí
2018,26,Sonora,8,HERMOSILLO,PT_MORENA_ES,286,41294,80,1234,42608,97314,20123,Sí
2018,26,Sonora,8,HERMOSILLO,PT_MORENA,139,41294,80,1234,42608,97314,19463,Sí
2018,26,Sonora,8,HERMOSILLO,PT_ES,13,41294,80,1234,42608,97314,1607,Sí
2018,26,Sonora,8,HERMOSILLO,MORENA_ES,92,41294,80,1234,42608,97314,18848,Sí
2018,26,Sonora,8,HERMOSILLO,Candidatura Independiente,1484,41294,80,1234,42608,97314,1484,No
2018,26,Sonora,9,HERMOSILLO,PAN,8617,49788,24,1677,51489,111515,8617,No
2018,26,Sonora,9,HERMOSILLO,PRI,13355,49788,24,1677,51489,111515,13355,No
2018,26,Sonora,9,HERMOSILLO,PRD,450,49788,24,1677,51489,111515,450,No
2018,26,Sonora,9,HERMOSILLO,PVEM,1276,49788,24,1677,51489,111515,1276,No
2018,26,Sonora,9,HERMOSILLO,PT,976,49788,24,1677,51489,111515,976,No
2018,26,Sonora,9,HERMOSILLO,MC,4084,49788,24,1677,51489,111515,4084,No
2018,26,Sonora,9,HERMOSILLO,NUAL,1398,49788,24,1677,51489,111515,1398,No
2018,26,Sonora,9,HERMOSILLO,MORENA,16656,49788,24,1677,51489,111515,16656,No
2018,26,Sonora,9,HERMOSILLO,ES,554,49788,24,1677,51489,111515,554,No
2018,26,Sonora,9,HERMOSILLO,MAS,1143,49788,24,1677,51489,111515,1143,No
2018,26,Sonora,9,HERMOSILLO,PAN_PRD,192,49788,24,1677,51489,111515,9259,Sí
2018,26,Sonora,9,HERMOSILLO,PRI_PVEM_NUAL,297,49788,24,1677,51489,111515,16326,Sí
2018,26,Sonora,9,HERMOSILLO,PRI_PVEM,200,49788,24,1677,51489,111515,14831,Sí
2018,26,Sonora,9,HERMOSILLO,PRI_NUAL,52,49788,24,1677,51489,111515,14805,Sí
2018,26,Sonora,9,HERMOSILLO,PVEM_NUAL,26,49788,24,1677,51489,111515,2700,Sí
2018,26,Sonora,9,HERMOSILLO,PT_MORENA_ES,271,49788,24,1677,51489,111515,18457,Sí
2018,26,Sonora,9,HERMOSILLO,PT_MORENA,141,49788,24,1677,51489,111515,17773,Sí
2018,26,Sonora,9,HERMOSILLO,PT_ES,14,49788,24,1677,51489,111515,1544,Sí
2018,26,Sonora,9,HERMOSILLO,MORENA_ES,86,49788,24,1677,51489,111515,17296,Sí
2018,27,TABASCO,1,TENOSIQUE,PAN,1236,56386,38,2451,58875,82753,1236,No
2018,27,TABASCO,1,TENOSIQUE,PRI,11976,56386,38,2451,58875,82753,11976,No
2018,27,TABASCO,1,TENOSIQUE,PRD,3583,56386,38,2451,58875,82753,3583,No
2018,27,TABASCO,1,TENOSIQUE,PVEM,5946,56386,38,2451,58875,82753,5946,No
2018,27,TABASCO,1,TENOSIQUE,PT,598,56386,38,2451,58875,82753,598,No
2018,27,TABASCO,1,TENOSIQUE,MC,1260,56386,38,2451,58875,82753,1260,No
2018,27,TABASCO,1,TENOSIQUE,NUAL,504,56386,38,2451,58875,82753,504,No
2018,27,TABASCO,1,TENOSIQUE,MORENA,25592,56386,38,2451,58875,82753,25592,No
2018,27,TABASCO,1,TENOSIQUE,ES,4789,56386,38,2451,58875,82753,4789,No
2018,27,TABASCO,1,TENOSIQUE,PAN_PRD_MC,160,56386,38,2451,58875,82753,6239,Sí
2018,27,TABASCO,1,TENOSIQUE,PAN_PRD,30,56386,38,2451,58875,82753,4849,Sí
2018,27,TABASCO,1,TENOSIQUE,PAN_MC,8,56386,38,2451,58875,82753,2504,Sí
2018,27,TABASCO,1,TENOSIQUE,PRD_MC,34,56386,38,2451,58875,82753,4877,Sí
2018,27,TABASCO,1,TENOSIQUE,Candidatura Independiente,670,56386,38,2451,58875,82753,670,No
2018,27,TABASCO,10,CENTRO,PAN,814,54492,32,2291,56815,81767,814,No
2018,27,TABASCO,10,CENTRO,PRI,3081,54492,32,2291,56815,81767,3081,No
2018,27,TABASCO,10,CENTRO,PRD,3634,54492,32,2291,56815,81767,3634,No
2018,27,TABASCO,10,CENTRO,PVEM,1791,54492,32,2291,56815,81767,1791,No
2018,27,TABASCO,10,CENTRO,PT,1241,54492,32,2291,56815,81767,1241,No
2018,27,TABASCO,10,CENTRO,MC,1362,54492,32,2291,56815,81767,1362,No
2018,27,TABASCO,10,CENTRO,NUAL,702,54492,32,2291,56815,81767,702,No
2018,27,TABASCO,10,CENTRO,MORENA,39599,54492,32,2291,56815,81767,39599,No
2018,27,TABASCO,10,CENTRO,ES,1994,54492,32,2291,56815,81767,1994,No
2018,27,TABASCO,10,CENTRO,PAN_PRD_MC,205,54492,32,2291,56815,81767,6015,Sí
2018,27,TABASCO,10,CENTRO,PAN_PRD,35,54492,32,2291,56815,81767,4483,Sí
2018,27,TABASCO,10,CENTRO,PAN_MC,13,54492,32,2291,56815,81767,2189,Sí
2018,27,TABASCO,10,CENTRO,PRD_MC,21,54492,32,2291,56815,81767,5017,Sí
2018,27,TABASCO,11,TACOTALPA,PAN,846,49912,68,3066,53046,73544,846,No
2018,27,TABASCO,11,TACOTALPA,PRI,7017,49912,68,3066,53046,73544,7017,No
2018,27,TABASCO,11,TACOTALPA,PRD,6259,49912,68,3066,53046,73544,6259,No
2018,27,TABASCO,11,TACOTALPA,PVEM,6763,49912,68,3066,53046,73544,6763,No
2018,27,TABASCO,11,TACOTALPA,PT,1527,49912,68,3066,53046,73544,1527,No
2018,27,TABASCO,11,TACOTALPA,MC,2424,49912,68,3066,53046,73544,2424,No
2018,27,TABASCO,11,TACOTALPA,NUAL,1648,49912,68,3066,53046,73544,1648,No
2018,27,TABASCO,11,TACOTALPA,MORENA,22161,49912,68,3066,53046,73544,22161,No
2018,27,TABASCO,11,TACOTALPA,ES,821,49912,68,3066,53046,73544,821,No
2018,27,TABASCO,11,TACOTALPA,PAN_PRD_MC,280,49912,68,3066,53046,73544,9809,Sí
2018,27,TABASCO,11,TACOTALPA,PAN_PRD,45,49912,68,3066,53046,73544,7150,Sí
2018,27,TABASCO,11,TACOTALPA,PAN_MC,17,49912,68,3066,53046,73544,3287,Sí
2018,27,TABASCO,11,TACOTALPA,PRD_MC,104,49912,68,3066,53046,73544,8787,Sí
2018,27,TABASCO,12,CENTRO,PAN,1569,53941,39,2318,56298,83021,1569,No
2018,27,TABASCO,12,CENTRO,PRI,4833,53941,39,2318,56298,83021,4833,No
2018,27,TABASCO,12,CENTRO,PRD,2962,53941,39,2318,56298,83021,2962,No
2018,27,TABASCO,12,CENTRO,PVEM,1994,53941,39,2318,56298,83021,1994,No
2018,27,TABASCO,12,CENTRO,PT,1117,53941,39,2318,56298,83021,1117,No
2018,27,TABASCO,12,CENTRO,MC,1288,53941,39,2318,56298,83021,1288,No
2018,27,TABASCO,12,CENTRO,NUAL,551,53941,39,2318,56298,83021,551,No
2018,27,TABASCO,12,CENTRO,MORENA,38489,53941,39,2318,56298,83021,38489,No
2018,27,TABASCO,12,CENTRO,ES,699,53941,39,2318,56298,83021,699,No
2018,27,TABASCO,12,CENTRO,PAN_PRD_MC,235,53941,39,2318,56298,83021,6054,Sí
2018,27,TABASCO,12,CENTRO,PAN_PRD,79,53941,39,2318,56298,83021,4610,Sí
2018,27,TABASCO,12,CENTRO,PAN_MC,39,53941,39,2318,56298,83021,2896,Sí
2018,27,TABASCO,12,CENTRO,PRD_MC,86,53941,39,2318,56298,83021,4336,Sí
2018,27,TABASCO,13,COMALCALCO,PAN,920,68116,37,2299,70452,94695,920,No
2018,27,TABASCO,13,COMALCALCO,PRI,8997,68116,37,2299,70452,94695,8997,No
2018,27,TABASCO,13,COMALCALCO,PRD,14946,68116,37,2299,70452,94695,14946,No
2018,27,TABASCO,13,COMALCALCO,PVEM,1452,68116,37,2299,70452,94695,1452,No
2018,27,TABASCO,13,COMALCALCO,PT,840,68116,37,2299,70452,94695,840,No
2018,27,TABASCO,13,COMALCALCO,MC,742,68116,37,2299,70452,94695,742,No
2018,27,TABASCO,13,COMALCALCO,NUAL,374,68116,37,2299,70452,94695,374,No
2018,27,TABASCO,13,COMALCALCO,MORENA,38583,68116,37,2299,70452,94695,38583,No
2018,27,TABASCO,13,COMALCALCO,ES,657,68116,37,2299,70452,94695,657,No
2018,27,TABASCO,13,COMALCALCO,PAN_PRD_MC,407,68116,37,2299,70452,94695,17015,Sí
2018,27,TABASCO,13,COMALCALCO,PAN_PRD,101,68116,37,2299,70452,94695,15967,Sí
2018,27,TABASCO,13,COMALCALCO,PAN_MC,13,68116,37,2299,70452,94695,1675,Sí
2018,27,TABASCO,13,COMALCALCO,PRD_MC,84,68116,37,2299,70452,94695,15772,Sí
2018,27,TABASCO,14,CUNDUACAN,PAN,1027,45287,45,2507,47839,73298,1027,No
2018,27,TABASCO,14,CUNDUACAN,PRI,6031,45287,45,2507,47839,73298,6031,No
2018,27,TABASCO,14,CUNDUACAN,PRD,6743,45287,45,2507,47839,73298,6743,No
2018,27,TABASCO,14,CUNDUACAN,PVEM,1652,45287,45,2507,47839,73298,1652,No
2018,27,TABASCO,14,CUNDUACAN,PT,1074,45287,45,2507,47839,73298,1074,No
2018,27,TABASCO,14,CUNDUACAN,MC,1163,45287,45,2507,47839,73298,1163,No
2018,27,TABASCO,14,CUNDUACAN,NUAL,552,45287,45,2507,47839,73298,552,No
2018,27,TABASCO,14,CUNDUACAN,MORENA,25146,45287,45,2507,47839,73298,25146,No
2018,27,TABASCO,14,CUNDUACAN,ES,462,45287,45,2507,47839,73298,462,No
2018,27,TABASCO,14,CUNDUACAN,PAN_PRD_MC,257,45287,45,2507,47839,73298,9190,Sí
2018,27,TABASCO,14,CUNDUACAN,PAN_PRD,59,45287,45,2507,47839,73298,7829,Sí
2018,27,TABASCO,14,CUNDUACAN,PAN_MC,15,45287,45,2507,47839,73298,2205,Sí
2018,27,TABASCO,14,CUNDUACAN,PRD_MC,59,45287,45,2507,47839,73298,7965,Sí
2018,27,TABASCO,14,CUNDUACAN,PT_MORENA,238,45287,45,2507,47839,73298,26458,Sí
2018,27,TABASCO,14,CUNDUACAN,Candidatura Independiente,809,45287,45,2507,47839,73298,809,No
2018,27,TABASCO,15,EMILIANO ZAPATA,PAN,2279,52278,103,2718,55099,74505,2279,No
2018,27,TABASCO,15,EMILIANO ZAPATA,PRI,6134,52278,103,2718,55099,74505,6134,No
2018,27,TABASCO,15,EMILIANO ZAPATA,PRD,7516,52278,103,2718,55099,74505,7516,No
2018,27,TABASCO,15,EMILIANO ZAPATA,PVEM,5203,52278,103,2718,55099,74505,5203,No
2018,27,TABASCO,15,EMILIANO ZAPATA,PT,1105,52278,103,2718,55099,74505,1105,No
2018,27,TABASCO,15,EMILIANO ZAPATA,MC,1045,52278,103,2718,55099,74505,1045,No
2018,27,TABASCO,15,EMILIANO ZAPATA,NUAL,2610,52278,103,2718,55099,74505,2610,No
2018,27,TABASCO,15,EMILIANO ZAPATA,MORENA,24794,52278,103,2718,55099,74505,24794,No
2018,27,TABASCO,15,EMILIANO ZAPATA,ES,942,52278,103,2718,55099,74505,942,No
2018,27,TABASCO,15,EMILIANO ZAPATA,PAN_PRD_MC,353,52278,103,2718,55099,74505,11193,Sí
2018,27,TABASCO,15,EMILIANO ZAPATA,PAN_PRD,137,52278,103,2718,55099,74505,9932,Sí
2018,27,TABASCO,15,EMILIANO ZAPATA,PAN_MC,52,52278,103,2718,55099,74505,3376,Sí
2018,27,TABASCO,15,EMILIANO ZAPATA,PRD_MC,108,52278,103,2718,55099,74505,8669,Sí
2018,27,TABASCO,16,HUIMANGUILLO,PAN,404,52126,72,2882,55080,78982,404,No
2018,27,TABASCO,16,HUIMANGUILLO,PRI,8068,52126,72,2882,55080,78982,8068,No
2018,27,TABASCO,16,HUIMANGUILLO,PRD,13516,52126,72,2882,55080,78982,13516,No
2018,27,TABASCO,16,HUIMANGUILLO,PVEM,753,52126,72,2882,55080,78982,753,No
2018,27,TABASCO,16,HUIMANGUILLO,PT,933,52126,72,2882,55080,78982,933,No
2018,27,TABASCO,16,HUIMANGUILLO,MC,528,52126,72,2882,55080,78982,528,No
2018,27,TABASCO,16,HUIMANGUILLO,NUAL,387,52126,72,2882,55080,78982,387,No
2018,27,TABASCO,16,HUIMANGUILLO,MORENA,25897,52126,72,2882,55080,78982,25897,No
2018,27,TABASCO,16,HUIMANGUILLO,ES,573,52126,72,2882,55080,78982,573,No
2018,27,TABASCO,16,HUIMANGUILLO,PAN_PRD_MC,171,52126,72,2882,55080,78982,14619,Sí
2018,27,TABASCO,16,HUIMANGUILLO,PAN_PRD,70,52126,72,2882,55080,78982,13990,Sí
2018,27,TABASCO,16,HUIMANGUILLO,PAN_MC,15,52126,72,2882,55080,78982,947,Sí
2018,27,TABASCO,16,HUIMANGUILLO,PRD_MC,66,52126,72,2882,55080,78982,14110,Sí
2018,27,TABASCO,16,HUIMANGUILLO,Candidatura Independiente,745,52126,72,2882,55080,78982,745,No
2018,27,TABASCO,17,JALPA DE MENDEZ,PAN,831,67385,31,2456,69872,91359,831,No
2018,27,TABASCO,17,JALPA DE MENDEZ,PRI,7104,67385,31,2456,69872,91359,7104,No
2018,27,TABASCO,17,JALPA DE MENDEZ,PRD,10130,67385,31,2456,69872,91359,10130,No
2018,27,TABASCO,17,JALPA DE MENDEZ,PVEM,6597,67385,31,2456,69872,91359,6597,No
2018,27,TABASCO,17,JALPA DE MENDEZ,PT,1096,67385,31,2456,69872,91359,1096,No
2018,27,TABASCO,17,JALPA DE MENDEZ,MC,1024,67385,31,2456,69872,91359,1024,No
2018,27,TABASCO,17,JALPA DE MENDEZ,NUAL,1026,67385,31,2456,69872,91359,1026,No
2018,27,TABASCO,17,JALPA DE MENDEZ,MORENA,38507,67385,31,2456,69872,91359,38507,No
2018,27,TABASCO,17,JALPA DE MENDEZ,PAN_PRD_MC,221,67385,31,2456,69872,91359,12206,Sí
2018,27,TABASCO,17,JALPA DE MENDEZ,PAN_PRD,57,67385,31,2456,69872,91359,11018,Sí
2018,27,TABASCO,17,JALPA DE MENDEZ,PAN_MC,9,67385,31,2456,69872,91359,1864,Sí
2018,27,TABASCO,17,JALPA DE MENDEZ,PRD_MC,56,67385,31,2456,69872,91359,11210,Sí
2018,27,TABASCO,17,JALPA DE MENDEZ,Candidatura Independiente,727,67385,31,2456,69872,91359,727,No
2018,27,TABASCO,18,MACUSPANA,PAN,570,46799,60,2551,49410,74787,570,No
2018,27,TABASCO,18,MACUSPANA,PRI,4353,46799,60,2551,49410,74787,4353,No
2018,27,TABASCO,18,MACUSPANA,PRD,2857,46799,60,2551,49410,74787,2857,No
2018,27,TABASCO,18,MACUSPANA,PVEM,3766,46799,60,2551,49410,74787,3766,No
2018,27,TABASCO,18,MACUSPANA,PT,945,46799,60,2551,49410,74787,945,No
2018,27,TABASCO,18,MACUSPANA,MC,570,46799,60,2551,49410,74787,570,No
2018,27,TABASCO,18,MACUSPANA,NUAL,504,46799,60,2551,49410,74787,504,No
2018,27,TABASCO,18,MACUSPANA,MORENA,30250,46799,60,2551,49410,74787,30250,No
2018,27,TABASCO,18,MACUSPANA,ES,1561,46799,60,2551,49410,74787,1561,No
2018,27,TABASCO,18,MACUSPANA,PAN_PRD_MC,145,46799,60,2551,49410,74787,4142,Sí
2018,27,TABASCO,18,MACUSPANA,PAN_PRD,19,46799,60,2551,49410,74787,3446,Sí
2018,27,TABASCO,18,MACUSPANA,PAN_MC,5,46799,60,2551,49410,74787,1145,Sí
2018,27,TABASCO,18,MACUSPANA,PRD_MC,24,46799,60,2551,49410,74787,3451,Sí
2018,27,TABASCO,18,MACUSPANA,Candidatura Independiente,1230,46799,60,2551,49410,74787,1230,No
2018,27,TABASCO,19,NACAJUCA,PAN,2253,65006,10,3124,68140,92145,2253,No
2018,27,TABASCO,19,NACAJUCA,PRI,4788,65006,10,3124,68140,92145,4788,No
2018,27,TABASCO,19,NACAJUCA,PRD,3505,65006,10,3124,68140,92145,3505,No
2018,27,TABASCO,19,NACAJUCA,PVEM,6114,65006,10,3124,68140,92145,6114,No
2018,27,TABASCO,19,NACAJUCA,PT,1264,65006,10,3124,68140,92145,1264,No
2018,27,TABASCO,19,NACAJUCA,MC,1107,65006,10,3124,68140,92145,1107,No
2018,27,TABASCO,19,NACAJUCA,NUAL,725,65006,10,3124,68140,92145,725,No
2018,27,TABASCO,19,NACAJUCA,MORENA,44372,65006,10,3124,68140,92145,44372,No
2018,27,TABASCO,19,NACAJUCA,ES,537,65006,10,3124,68140,92145,537,No
2018,27,TABASCO,19,NACAJUCA,PAN_PRD_MC,203,65006,10,3124,68140,92145,7068,Sí
2018,27,TABASCO,19,NACAJUCA,PAN_PRD,61,65006,10,3124,68140,92145,5819,Sí
2018,27,TABASCO,19,NACAJUCA,PAN_MC,29,65006,10,3124,68140,92145,3389,Sí
2018,27,TABASCO,19,NACAJUCA,PRD_MC,48,65006,10,3124,68140,92145,4660,Sí
2018,27,TABASCO,2,CARDENAS,PAN,417,48905,38,1593,50536,76228,417,No
2018,27,TABASCO,2,CARDENAS,PRI,1696,48905,38,1593,50536,76228,1696,No
2018,27,TABASCO,2,CARDENAS,PRD,5495,48905,38,1593,50536,76228,5495,No
2018,27,TABASCO,2,CARDENAS,PVEM,7131,48905,38,1593,50536,76228,7131,No
2018,27,TABASCO,2,CARDENAS,PT,558,48905,38,1593,50536,76228,558,No
2018,27,TABASCO,2,CARDENAS,MC,508,48905,38,1593,50536,76228,508,No
2018,27,TABASCO,2,CARDENAS,NUAL,364,48905,38,1593,50536,76228,364,No
2018,27,TABASCO,2,CARDENAS,MORENA,30364,48905,38,1593,50536,76228,30364,No
2018,27,TABASCO,2,CARDENAS,ES,599,48905,38,1593,50536,76228,599,No
2018,27,TABASCO,2,CARDENAS,PAN_PRD_MC,341,48905,38,1593,50536,76228,6761,Sí
2018,27,TABASCO,2,CARDENAS,PAN_PRD,48,48905,38,1593,50536,76228,5960,Sí
2018,27,TABASCO,2,CARDENAS,PAN_MC,9,48905,38,1593,50536,76228,934,Sí
2018,27,TABASCO,2,CARDENAS,PRD_MC,51,48905,38,1593,50536,76228,6054,Sí
2018,27,TABASCO,2,CARDENAS,PT_MORENA,233,48905,38,1593,50536,76228,31155,Sí
2018,27,TABASCO,2,CARDENAS,Candidatura Independiente,1091,48905,38,1593,50536,76228,1091,No
2018,27,TABASCO,20,PARAISO,PAN,978,67307,42,2719,70068,93468,978,No
2018,27,TABASCO,20,PARAISO,PRI,7401,67307,42,2719,70068,93468,7401,No
2018,27,TABASCO,20,PARAISO,PRD,13559,67307,42,2719,70068,93468,13559,No
2018,27,TABASCO,20,PARAISO,PVEM,2378,67307,42,2719,70068,93468,2378,No
2018,27,TABASCO,20,PARAISO,PT,1416,67307,42,2719,70068,93468,1416,No
2018,27,TABASCO,20,PARAISO,MC,1134,67307,42,2719,70068,93468,1134,No
2018,27,TABASCO,20,PARAISO,NUAL,871,67307,42,2719,70068,93468,871,No
2018,27,TABASCO,20,PARAISO,MORENA,38804,67307,42,2719,70068,93468,38804,No
2018,27,TABASCO,20,PARAISO,ES,436,67307,42,2719,70068,93468,436,No
2018,27,TABASCO,20,PARAISO,PAN_PRD_MC,197,67307,42,2719,70068,93468,15868,Sí
2018,27,TABASCO,20,PARAISO,PAN_PRD,67,67307,42,2719,70068,93468,14604,Sí
2018,27,TABASCO,20,PARAISO,PAN_MC,11,67307,42,2719,70068,93468,2123,Sí
2018,27,TABASCO,20,PARAISO,PRD_MC,55,67307,42,2719,70068,93468,14748,Sí
2018,27,TABASCO,21,CENTRO,PAN,993,50146,45,2886,53077,81318,993,No
2018,27,TABASCO,21,CENTRO,PRI,6355,50146,45,2886,53077,81318,6355,No
2018,27,TABASCO,21,CENTRO,PRD,5226,50146,45,2886,53077,81318,5226,No
2018,27,TABASCO,21,CENTRO,PVEM,4140,50146,45,2886,53077,81318,4140,No
2018,27,TABASCO,21,CENTRO,PT,1598,50146,45,2886,53077,81318,1598,No
2018,27,TABASCO,21,CENTRO,MC,1612,50146,45,2886,53077,81318,1612,No
2018,27,TABASCO,21,CENTRO,NUAL,1851,50146,45,2886,53077,81318,1851,No
2018,27,TABASCO,21,CENTRO,MORENA,27494,50146,45,2886,53077,81318,27494,No
2018,27,TABASCO,21,CENTRO,ES,647,50146,45,2886,53077,81318,647,No
2018,27,TABASCO,21,CENTRO,PAN_PRD_MC,139,50146,45,2886,53077,81318,7970,Sí
2018,27,TABASCO,21,CENTRO,PAN_PRD,33,50146,45,2886,53077,81318,6252,Sí
2018,27,TABASCO,21,CENTRO,PAN_MC,5,50146,45,2886,53077,81318,2610,Sí
2018,27,TABASCO,21,CENTRO,PRD_MC,53,50146,45,2886,53077,81318,6891,Sí
2018,27,TABASCO,3,CARDENAS,PAN,286,45145,9,2211,47365,70580,286,No
2018,27,TABASCO,3,CARDENAS,PRI,3650,45145,9,2211,47365,70580,3650,No
2018,27,TABASCO,3,CARDENAS,PRD,9179,45145,9,2211,47365,70580,9179,No
2018,27,TABASCO,3,CARDENAS,PVEM,1797,45145,9,2211,47365,70580,1797,No
2018,27,TABASCO,3,CARDENAS,PT,807,45145,9,2211,47365,70580,807,No
2018,27,TABASCO,3,CARDENAS,MC,823,45145,9,2211,47365,70580,823,No
2018,27,TABASCO,3,CARDENAS,NUAL,460,45145,9,2211,47365,70580,460,No
2018,27,TABASCO,3,CARDENAS,MORENA,27219,45145,9,2211,47365,70580,27219,No
2018,27,TABASCO,3,CARDENAS,ES,427,45145,9,2211,47365,70580,427,No
2018,27,TABASCO,3,CARDENAS,PAN_PRD_MC,110,45145,9,2211,47365,70580,10398,Sí
2018,27,TABASCO,3,CARDENAS,PAN_PRD,65,45145,9,2211,47365,70580,9530,Sí
2018,27,TABASCO,3,CARDENAS,PAN_MC,9,45145,9,2211,47365,70580,1118,Sí
2018,27,TABASCO,3,CARDENAS,PRD_MC,87,45145,9,2211,47365,70580,10089,Sí
2018,27,TABASCO,3,CARDENAS,PT_MORENA,226,45145,9,2211,47365,70580,28252,Sí
2018,27,TABASCO,4,HUIMANGUILLO,PAN,322,49775,40,2567,52382,75030,322,No
2018,27,TABASCO,4,HUIMANGUILLO,PRI,5349,49775,40,2567,52382,75030,5349,No
2018,27,TABASCO,4,HUIMANGUILLO,PRD,11043,49775,40,2567,52382,75030,11043,No
2018,27,TABASCO,4,HUIMANGUILLO,PVEM,1623,49775,40,2567,52382,75030,1623,No
2018,27,TABASCO,4,HUIMANGUILLO,PT,735,49775,40,2567,52382,75030,735,No
2018,27,TABASCO,4,HUIMANGUILLO,MC,666,49775,40,2567,52382,75030,666,No
2018,27,TABASCO,4,HUIMANGUILLO,NUAL,303,49775,40,2567,52382,75030,303,No
2018,27,TABASCO,4,HUIMANGUILLO,MORENA,27883,49775,40,2567,52382,75030,27883,No
2018,27,TABASCO,4,HUIMANGUILLO,ES,1296,49775,40,2567,52382,75030,1296,No
2018,27,TABASCO,4,HUIMANGUILLO,PAN_PRD_MC,262,49775,40,2567,52382,75030,12293,Sí
2018,27,TABASCO,4,HUIMANGUILLO,PAN_PRD,135,49775,40,2567,52382,75030,11500,Sí
2018,27,TABASCO,4,HUIMANGUILLO,PAN_MC,13,49775,40,2567,52382,75030,1001,Sí
2018,27,TABASCO,4,HUIMANGUILLO,PRD_MC,145,49775,40,2567,52382,75030,11854,Sí
